date,datetime,SPOSTMIN,SACTMIN,DAYOFWEEK
11/24/2017,11/24/2017 13:40,120,,Friday
11/24/2017,11/24/2017 13:45,120,,Friday
11/24/2017,11/24/2017 13:54,110,,Friday
11/24/2017,11/24/2017 13:59,110,,Friday
11/24/2017,11/24/2017 14:03,110,,Friday
11/24/2017,11/24/2017 14:10,110,,Friday
11/24/2017,11/24/2017 14:19,110,,Friday
11/24/2017,11/24/2017 14:26,110,,Friday
11/24/2017,11/24/2017 14:32,110,,Friday
11/24/2017,11/24/2017 14:40,110,,Friday
11/24/2017,11/24/2017 14:45,110,,Friday
11/24/2017,11/24/2017 14:52,110,,Friday
11/24/2017,11/24/2017 15:05,110,,Friday
11/24/2017,11/24/2017 15:09,110,,Friday
11/24/2017,11/24/2017 15:12,110,,Friday
11/24/2017,11/24/2017 15:17,110,,Friday
11/24/2017,11/24/2017 15:26,120,,Friday
11/24/2017,11/24/2017 15:30,120,,Friday
11/24/2017,11/24/2017 15:42,120,,Friday
11/24/2017,11/24/2017 15:45,120,,Friday
11/24/2017,11/24/2017 15:52,120,,Friday
11/24/2017,11/24/2017 16:03,120,,Friday
11/24/2017,11/24/2017 16:05,120,,Friday
11/24/2017,11/24/2017 16:12,120,,Friday
11/24/2017,11/24/2017 16:21,120,,Friday
11/24/2017,11/24/2017 16:24,120,,Friday
11/24/2017,11/24/2017 16:30,95,,Friday
11/24/2017,11/24/2017 16:38,95,,Friday
11/24/2017,11/24/2017 16:43,95,,Friday
11/24/2017,11/24/2017 16:45,95,,Friday
11/24/2017,11/24/2017 16:52,95,,Friday
11/24/2017,11/24/2017 16:59,95,,Friday
11/24/2017,11/24/2017 17:09,95,,Friday
11/24/2017,11/24/2017 17:10,95,,Friday
11/24/2017,11/24/2017 17:19,95,,Friday
11/24/2017,11/24/2017 17:24,95,,Friday
11/24/2017,11/24/2017 17:34,105,,Friday
11/24/2017,11/24/2017 17:42,105,,Friday
11/24/2017,11/24/2017 17:45,105,,Friday
11/24/2017,11/24/2017 17:54,105,,Friday
11/24/2017,11/24/2017 17:59,105,,Friday
11/24/2017,11/24/2017 18:05,105,,Friday
11/24/2017,11/24/2017 18:10,105,,Friday
11/24/2017,11/24/2017 18:17,120,,Friday
11/24/2017,11/24/2017 16:44,,90,Friday
11/24/2017,11/24/2017 18:24,120,,Friday
11/24/2017,11/24/2017 18:32,110,,Friday
11/24/2017,11/24/2017 18:40,110,,Friday
11/24/2017,11/24/2017 18:45,110,,Friday
11/24/2017,11/24/2017 18:56,110,,Friday
11/24/2017,11/24/2017 18:59,110,,Friday
11/24/2017,11/24/2017 19:03,110,,Friday
11/24/2017,11/24/2017 19:10,110,,Friday
11/24/2017,11/24/2017 19:19,110,,Friday
11/24/2017,11/24/2017 19:26,110,,Friday
11/24/2017,11/24/2017 19:32,110,,Friday
11/24/2017,11/24/2017 19:44,110,,Friday
11/24/2017,11/24/2017 19:49,110,,Friday
11/24/2017,11/24/2017 19:52,110,,Friday
11/24/2017,11/24/2017 19:59,110,,Friday
11/24/2017,11/24/2017 20:03,-999,,Friday
11/24/2017,11/24/2017 20:10,110,,Friday
11/24/2017,11/24/2017 20:21,110,,Friday
11/24/2017,11/24/2017 20:26,110,,Friday
11/24/2017,11/24/2017 20:34,110,,Friday
11/24/2017,11/24/2017 20:38,110,,Friday
11/24/2017,11/24/2017 20:47,110,,Friday
11/24/2017,11/24/2017 20:52,110,,Friday
11/24/2017,11/24/2017 20:59,110,,Friday
11/24/2017,11/24/2017 21:09,45,,Friday
11/24/2017,11/24/2017 21:12,45,,Friday
11/24/2017,11/24/2017 21:17,45,,Friday
11/24/2017,11/24/2017 21:26,45,,Friday
